run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_113548,30.047,1,Left,314,95.541401,95.541401,95.541401,0.000000,0.004682,0.010119,0.020462,13,0.000000,0.000000,0.131838,0.818715,116.813662,53.429133,0.151328,0,252.94
20260531_113548,30.047,1,Right,311,95.498392,98.070740,95.498392,0.000000,0.013155,0.034445,0.037448,15,0.000000,0.000000,0.453354,0.900000,176.410547,48.483747,0.151587,0,252.94
20260531_113548,35.047,1,Left,364,96.153846,96.153846,96.153846,0.000000,0.004866,0.009084,0.019291,15,0.000000,0.000000,0.131838,0.818715,117.326430,53.429133,0.151692,0,254.88
20260531_113548,35.047,1,Right,360,96.111111,98.333333,96.111111,0.000000,0.012237,0.030476,0.036686,16,0.000000,0.000000,0.453354,0.900000,181.471591,48.483747,0.151358,0,254.88
20260531_113548,40.047,1,Left,414,96.618357,96.618357,96.618357,0.000000,0.005031,0.008231,0.018332,18,0.000000,0.000000,0.131838,0.818715,117.535003,53.429133,0.151893,0,451.53
20260531_113548,40.047,1,Right,410,96.585366,98.536585,96.585366,0.000000,0.011905,0.030627,0.037275,18,0.000000,0.000000,0.453354,0.900000,186.057412,48.483747,0.153190,0,451.53
20260531_113548,45.053,1,Left,468,97.008547,97.008547,97.008547,0.000000,0.012354,0.011472,0.040172,21,0.213675,0.000000,0.953249,0.922029,117.656283,53.429133,0.158856,0,258.11
20260531_113548,45.053,1,Right,464,96.982759,98.706897,96.982759,0.000000,0.011350,0.030501,0.037048,21,0.000000,0.000000,0.453354,0.900000,186.856023,48.483747,0.151086,0,258.11
20260531_113548,50.063,1,Left,519,97.302505,97.302505,97.302505,0.000000,0.011681,0.010593,0.038862,23,0.192678,0.000000,0.953249,0.922029,122.137073,53.429133,0.166541,0,250.21
20260531_113548,50.063,1,Right,515,97.281553,98.834951,97.281553,0.000000,0.010975,0.030120,0.036520,22,0.000000,0.000000,0.453354,0.900000,186.700895,48.483747,0.146662,0,250.21
20260531_113548,55.064,1,Left,567,97.530864,97.530864,97.530864,0.000000,0.011068,0.009941,0.036656,24,0.176367,0.000000,0.953249,0.922029,122.793039,53.429133,0.166666,0,253.19
20260531_113548,55.064,1,Right,563,97.513321,98.934281,97.513321,0.000000,0.010719,0.030338,0.036880,24,0.000000,0.000000,0.453354,0.900000,186.938022,48.483747,0.145138,0,253.19
20260531_113548,60.069,1,Left,616,97.727273,97.727273,97.727273,0.000000,0.010532,0.009357,0.034643,26,0.162338,0.000000,0.953249,0.922029,122.658165,53.429133,0.165269,0,237.40
20260531_113548,60.069,1,Right,612,97.712418,99.019608,97.712418,0.000000,0.010620,0.030616,0.036227,27,0.000000,0.000000,0.453354,0.900000,188.436773,48.483747,0.145431,0,237.40
20260531_113548,65.075,1,Left,661,97.881997,97.881997,97.881997,0.000000,0.010113,0.008899,0.033071,28,0.151286,0.000000,0.953249,0.922029,122.637469,53.429133,0.164612,0,465.88
20260531_113548,65.075,1,Right,657,97.869102,99.086758,97.869102,0.000000,0.010504,0.029915,0.035771,28,0.000000,0.000000,0.453354,0.900000,189.513028,48.483747,0.145025,0,465.88
20260531_113548,70.080,1,Left,710,98.028169,98.028169,98.028169,0.000000,0.009712,0.008467,0.031557,31,0.140845,0.000000,0.953249,0.922029,122.490537,53.429133,0.163817,0,257.38
20260531_113548,70.080,1,Right,706,98.016997,99.150142,98.016997,0.000000,0.010607,0.029020,0.036974,30,0.000000,0.000000,0.453354,0.900000,193.058000,48.483747,0.149699,0,257.38
20260531_113548,75.083,1,Left,764,98.167539,98.167539,98.167539,0.000000,0.009525,0.008050,0.030003,34,0.130890,0.000000,0.953249,0.922029,122.359677,53.429133,0.163424,0,426.08
20260531_113548,75.083,1,Right,759,98.155468,99.209486,98.155468,0.000000,0.010611,0.029285,0.037740,31,0.000000,0.000000,0.453354,0.900000,193.741178,48.483747,0.150025,0,426.08
20260531_113548,80.095,1,Left,811,98.273736,98.273736,98.273736,0.000000,0.009202,0.007745,0.029092,36,0.123305,0.000000,0.953249,0.922029,122.436255,53.429133,0.163344,0,272.20
20260531_113548,80.095,1,Right,805,98.260870,99.254658,98.260870,0.000000,0.010498,0.029842,0.037506,33,0.000000,0.000000,0.453354,0.900000,193.586367,48.483747,0.149551,0,272.20
20260531_113548,85.101,1,Left,860,98.372093,98.372093,98.372093,0.000000,0.008912,0.007469,0.028034,38,0.116279,0.000000,0.953249,0.922029,122.346751,53.429133,0.162714,0,456.15
20260531_113548,85.101,1,Right,853,98.358734,99.296600,98.358734,0.000000,0.010481,0.028340,0.038095,34,0.000000,0.000000,0.453354,0.900000,195.602290,48.483747,0.151443,0,456.15
20260531_113548,90.107,1,Left,913,98.466594,98.466594,98.466594,0.000000,0.008626,0.007233,0.027043,41,0.109529,0.000000,0.953249,0.922029,122.356257,53.429133,0.162285,0,204.26
20260531_113548,90.107,1,Right,905,98.453039,99.337017,98.453039,0.000000,0.010588,0.028529,0.038676,36,0.000000,0.000000,0.453354,0.900000,196.635196,48.483747,0.153155,0,204.26
20260531_113548,95.111,1,Left,962,98.544699,98.544699,98.544699,0.000000,0.008400,0.007082,0.026285,43,0.103950,0.000000,0.953249,0.922029,122.299623,53.429133,0.161943,0,236.66
20260531_113548,95.111,1,Right,953,98.530955,99.370409,98.530955,0.000000,0.010497,0.028927,0.038465,37,0.000000,0.000000,0.453354,0.900000,196.977709,48.483747,0.153095,0,236.66
20260531_113548,100.111,1,Left,1014,98.619329,98.619329,98.619329,0.000000,0.008350,0.006830,0.025512,46,0.098619,0.000000,0.953249,0.922029,122.052129,53.429133,0.161367,0,456.90
20260531_113548,100.111,1,Right,1005,98.606965,99.402985,98.606965,0.000000,0.010385,0.029471,0.038592,38,0.000000,0.000000,0.453354,0.900000,197.536910,48.483747,0.152799,0,456.90
20260531_113548,105.114,1,Left,1066,98.686679,98.686679,98.686679,0.000000,0.008139,0.006599,0.024765,49,0.093809,0.000000,0.953249,0.922029,121.925770,53.429133,0.160813,0,240.53
20260531_113548,105.114,1,Right,1057,98.675497,99.432356,98.675497,0.000000,0.010417,0.028838,0.039092,40,0.000000,0.000000,0.453354,0.900000,199.104518,48.483747,0.155093,0,240.53
20260531_113548,110.124,1,Left,1114,98.743268,98.743268,98.743268,0.000000,0.007954,0.006436,0.024196,51,0.089767,0.000000,0.953249,0.922029,121.828992,53.429133,0.160413,0,233.08
20260531_113548,110.124,1,Right,1105,98.733032,99.457014,98.733032,0.000000,0.010398,0.029172,0.038988,41,0.000000,0.000000,0.453354,0.900000,199.265179,48.483747,0.154860,0,233.08
20260531_113548,115.126,1,Left,1157,98.789974,98.789974,98.789974,0.000000,0.007923,0.006296,0.023780,53,0.086430,0.000000,0.953249,0.922029,121.669088,53.429133,0.159930,0,243.44
20260531_113548,115.126,1,Right,1148,98.780488,99.477352,98.780488,0.000000,0.010366,0.028849,0.039093,42,0.000000,0.000000,0.453354,0.900000,199.487786,48.483747,0.154633,0,243.44
20260531_113548,120.126,1,Left,1205,98.838174,98.838174,98.838174,0.000000,0.007789,0.006138,0.023352,55,0.082988,0.000000,0.953249,0.922029,121.554139,53.429133,0.159352,0,470.00
20260531_113548,120.126,1,Right,1196,98.829431,99.498328,98.829431,0.000000,0.010444,0.028414,0.039593,44,0.000000,0.000000,0.453354,0.900000,200.928501,48.483747,0.156781,0,470.00
20260531_113548,125.128,1,Left,1251,98.880895,98.880895,98.880895,0.000000,0.007676,0.005998,0.022954,57,0.079936,0.000000,0.953249,0.922029,121.415928,53.429133,0.158814,0,453.73
20260531_113548,125.128,1,Right,1240,98.870968,99.516129,98.870968,0.000000,0.010389,0.028804,0.039495,45,0.000000,0.000000,0.453354,0.900000,201.070962,48.483747,0.156581,0,453.73
20260531_113548,130.140,1,Left,1297,98.920586,98.920586,98.920586,0.000000,0.007559,0.005880,0.022615,59,0.077101,0.000000,0.953249,0.922029,121.168279,53.429133,0.158005,0,449.36
20260531_113548,130.140,1,Right,1285,98.910506,99.533074,98.910506,0.000000,0.010328,0.028465,0.039299,46,0.000000,0.000000,0.453354,0.900000,201.735870,48.483747,0.157041,0,449.36
