run_id,elapsed_s,kalman_enabled,side,samples,leader_det_rate_pct,follower_det_rate_pct,det_rate_pct,stale_rate_pct,dsteer_mean_abs,dthr_mean_abs,pred_mae,pred_flips,steer_saturated_pct,throttle_saturated_pct,steer_max,throttle_max,mean_distance,min_distance,mean_formation_error,near_miss_count,fps
20260531_113917,90.112,1,Right,920,98.478261,99.347826,98.478261,0.000000,0.010440,0.024661,0.000000,26,0.000000,0.000000,0.337346,0.900000,177.048914,48.968139,0.191991,0,221.17
20260531_113917,95.122,1,Left,975,98.564103,98.564103,98.564103,0.000000,0.011554,0.014747,0.000000,50,0.000000,0.000000,0.499816,0.900000,110.038917,46.814844,0.201831,0,463.00
20260531_113917,95.122,1,Right,965,98.549223,99.378238,98.549223,0.000000,0.010265,0.025228,0.000000,27,0.000000,0.000000,0.337346,0.900000,176.441644,48.968139,0.190297,0,463.00
20260531_113917,100.124,1,Left,1026,98.635478,98.635478,98.635478,0.000000,0.011924,0.014193,0.000000,54,0.000000,0.000000,0.499816,0.900000,108.890846,46.814844,0.201012,0,463.10
20260531_113917,100.124,1,Right,1016,98.622047,99.409449,98.622047,0.000000,0.010217,0.024740,0.000000,28,0.000000,0.000000,0.337346,0.900000,176.890487,48.968139,0.190385,0,463.10
20260531_113917,105.135,1,Left,1075,98.697674,98.697674,98.697674,0.000000,0.011984,0.013724,0.000000,56,0.000000,0.000000,0.499816,0.900000,108.062004,46.814844,0.200427,0,212.41
20260531_113917,105.135,1,Right,1064,98.684211,99.436090,98.684211,0.000000,0.010340,0.024589,0.000000,30,0.000000,0.000000,0.337346,0.900000,176.823272,48.968139,0.190975,0,212.41
20260531_113917,110.141,1,Left,1125,98.755556,98.755556,98.755556,0.000000,0.012312,0.014394,0.000000,59,0.000000,0.000000,0.499816,0.900000,107.484280,46.814844,0.200039,0,246.88
20260531_113917,110.141,1,Right,1113,98.742138,99.460916,98.742138,0.000000,0.010345,0.025095,0.000000,31,0.000000,0.000000,0.337346,0.900000,176.451755,48.968139,0.190035,0,246.88
20260531_113917,115.142,1,Left,1173,98.806479,98.806479,98.806479,0.000000,0.012411,0.013958,0.000000,61,0.000000,0.000000,0.499816,0.900000,107.154751,46.814844,0.200293,0,253.97
20260531_113917,115.142,1,Right,1161,98.794143,99.483204,98.794143,0.000000,0.010326,0.024891,0.000000,32,0.000000,0.000000,0.337346,0.900000,176.142786,48.968139,0.189004,0,253.97
20260531_113917,120.153,1,Left,1221,98.853399,98.853399,98.853399,0.000000,0.012721,0.013571,0.000000,63,0.000000,0.000000,0.499816,0.900000,106.212411,46.814844,0.199269,0,456.50
20260531_113917,120.153,1,Right,1208,98.841060,99.503311,98.841060,0.000000,0.010456,0.024568,0.000000,34,0.000000,0.000000,0.337346,0.900000,176.838698,48.968139,0.190501,0,456.50
20260531_113917,125.162,1,Left,1267,98.895028,98.895028,98.895028,0.000000,0.012408,0.013188,0.000000,64,0.000000,0.000000,0.499816,0.900000,105.935459,46.814844,0.198804,0,235.03
20260531_113917,125.162,1,Right,1254,98.883573,99.521531,98.883573,0.000000,0.010515,0.025071,0.000000,35,0.000000,0.000000,0.337346,0.900000,176.640313,48.968139,0.189864,0,235.03
20260531_113917,130.166,1,Left,1312,98.932927,98.932927,98.932927,0.000000,0.012093,0.012811,0.000000,66,0.000000,0.000000,0.499816,0.900000,105.040376,46.814844,0.196619,0,223.15
20260531_113917,130.166,1,Right,1299,98.922248,99.153195,98.922248,0.000000,0.010420,0.024868,0.000000,36,0.000000,0.000000,0.337346,0.900000,176.805468,48.968139,0.189826,0,223.15
20260531_113917,135.171,1,Left,1360,98.970588,98.970588,98.970588,0.000000,0.011745,0.012444,0.000000,67,0.000000,0.000000,0.499816,0.900000,104.482447,46.814844,0.194815,0,457.99
20260531_113917,135.171,1,Right,1347,98.960653,99.183370,98.960653,0.000000,0.010453,0.024627,0.000000,38,0.000000,0.000000,0.337346,0.900000,178.272820,48.968139,0.191780,0,457.99
20260531_113917,140.183,1,Left,1408,99.005682,99.005682,99.005682,0.000000,0.011504,0.012095,0.000000,69,0.000000,0.000000,0.499816,0.900000,103.832743,46.814844,0.193232,0,326.76
20260531_113917,140.183,1,Right,1394,98.995696,99.210904,98.995696,0.000000,0.010315,0.025015,0.000000,39,0.000000,0.000000,0.337346,0.900000,178.050240,48.968139,0.190961,0,326.76
20260531_113917,145.194,1,Left,1455,99.037801,99.037801,99.037801,0.000000,0.011344,0.011791,0.000000,71,0.000000,0.000000,0.499816,0.900000,103.323264,46.814844,0.192024,0,229.20
20260531_113917,145.194,1,Right,1441,99.028452,99.236641,99.028452,0.000000,0.010340,0.024690,0.000000,40,0.000000,0.000000,0.337346,0.900000,178.686784,48.968139,0.191477,0,229.20
20260531_113917,150.194,1,Left,1504,99.069149,99.069149,99.069149,0.000000,0.011047,0.011480,0.000000,73,0.000000,0.000000,0.499816,0.900000,102.781785,46.814844,0.190578,0,357.08
20260531_113917,150.194,1,Right,1490,99.060403,99.261745,99.060403,0.000000,0.010327,0.024544,0.000000,42,0.000000,0.000000,0.337346,0.900000,178.487565,48.968139,0.191507,0,357.08
20260531_113917,155.208,1,Left,1556,99.100257,99.100257,99.100257,0.000000,0.010831,0.011177,0.000000,75,0.000000,0.000000,0.499816,0.900000,102.220237,46.814844,0.189036,0,229.74
20260531_113917,155.208,1,Right,1541,99.091499,99.286178,99.091499,0.000000,0.010226,0.024849,0.000000,43,0.000000,0.000000,0.337346,0.900000,177.953331,48.968139,0.190428,0,229.74
